,user_id,lang,date,is_weekend,year,text,lat,lng,governorate,area,links,level,place_id,types
10,764880400.0,en,2018-12-26 18:49:00,False,2018,I'm at His Majesty The Coffee in Kuwait City ,29.381495,47.993027,Capital,Sharq,['https://t.co/tdywdG74UA'],2.0,GhIJaJYEqKlhPUARw4U8ghv_R0A,"['establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'street_address', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
11,8.46e+17,ar,2018-12-18 07:10:00,False,2018,"الجو قعد يقولي يالسنقل يالمصخره\U0001f486\U0001f3fb‍♀️ (@ بحر أبو الحصانيه in Abu Al-hasanya, Ahmadi) ",29.20171,48.112446,Mubarak Al-Kabeer,Abu Ftaira,['https://t.co/rLoCIeOX6v'],,,
12,8.46e+17,ar,2017-12-25 09:39:00,False,2017,يارب لاتضيع لي جهد ولا تعب ولاتهدم لي حلم اللهم يسر لي وسهل لي ما استصعبت وهب لي توفيقاً يملأني رضا \U0001f343\U0001f495 ,29.277206,47.920704,Farwaniya,Ardhiya - 6,['https://t.co/VRzwp0BQ9F'],1.0,GhIJRkHw-PZGPUAR8KXwoNn1R0A,"['establishment', 'point_of_interest', 'university', 'plus_code', 'premise', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
13,8.46e+17,en,2018-07-07 20:30:00,True,2018,"I'm at 360\xb0 @Mall360 in Kuwait City, Al Asimah w/ @h495_x ",29.267712,47.99287,Hawalli,Zahra,['https://t.co/xAETdRYE8t'],3.0,GhIJKr8MxohEPUAR-pY5XRb_R0A,"['establishment', 'food', 'point_of_interest', 'restaurant', 'street_address', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
14,8.46e+17,en,2018-01-14 17:57:00,False,2018,I'm at MUG coffee house ,29.099226,48.13718,Ahmadi,Mangaf,['https://t.co/d0uy2tHt8y'],,,
15,8.46e+17,ar,2018-09-26 18:20:00,False,2018,#كتب #جديدة  للكاتبة #د_سعاد_الصباح #الدكتوره_سعاد_الصباح #الدكتورة_سعاد_الصباح #رسائل_الزمن_الجميل… ,29.3328,48.0286,Hawalli,Hawalli,['https://t.co/JpBeweDIaT'],3.0,GhIJ2ht8YTJVPUARMlUwKqkDSEA,"['premise', 'convenience_store', 'establishment', 'food', 'point_of_interest', 'store', 'route', 'plus_code', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
16,8.46e+17,ar,2020-05-03 22:16:00,False,2020,ادوات كنفة للخياطة @ Kuwait City ,29.3697,47.9783,Capital,Qibla,['https://t.co/crzbSwtmOx'],,,
17,8.46e+17,en,2019-01-20 00:22:00,False,2019,"I'm at South Surra in Kuwait city, Kuwait ",29.28421,48.0111,Hawalli,Hitteen,['https://t.co/LTyC6JbSsm'],3.0,GhIJNzKP_MFIPUARKH6MuWsBSEA,"['premise', 'establishment', 'point_of_interest', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
18,8.46e+17,un,2019-06-28 12:12:00,True,2019,"Good morning (@ شاليهات ٢٧٨ in Al Khiran, Al Asimah) ",28.666426,48.36747,Ahmadi,Sabah Al-Ahmad Al-Bahrya,['https://t.co/YCpqS97i4q'],0.0,GhIJQDTz5JqqPEARbCHIQQkvSEA,"['plus_code', 'establishment', 'lodging', 'point_of_interest', 'premise', 'route', 'locality', 'political', 'neighborhood', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
19,8.46e+17,en,2018-08-26 14:46:00,False,2018,"I'm at The Avenuse in Al Kuwayt, Al Farwaniyah ",29.302872,47.940205,Farwaniya,Al-Rai,['https://t.co/vzXSc52Jvb'],1.0,GhIJxd_2BIlNPUARkUQvo1j4R0A,"['establishment', 'park', 'point_of_interest', 'plus_code', 'street_address', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
20,8.4e+17,ca,2018-10-26 15:35:00,True,2018,"♥️\U0001f60f (@ ديرة مطير in Al Kuwayt, Al Farwaniyah) ",29.27392,47.88297,Farwaniya,Sabah Al-Nasser,['https://t.co/kLaERCA0y1'],3.0,GhIJaLgBnx9GPUARsKw0KQXxR0A,"['premise', 'establishment', 'food', 'point_of_interest', 'restaurant', 'route', 'plus_code', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
21,8.4e+17,en,2020-08-25 10:12:00,False,2020,"I'm at The Avenues in Kuwait City, Al Farwaniyah Governorate ",29.303034,47.93671,Farwaniya,Al-Rai,['https://t.co/7M0TkxwTp1'],1.0,GhIJepPfopNNPUARB-v_HOb3R0A,"['establishment', 'food', 'point_of_interest', 'restaurant', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
22,8.4e+17,en,2019-12-24 21:20:00,False,2019,I'm at Trolley AlMansouriya in Al Kuwayt ,29.358477,47.999172,Capital,Mansouriya,['https://t.co/COa7Oy3JBH'],,,
23,8.4e+17,en,2019-05-03 21:40:00,True,2019,📍💙 (@ Sabah Al-A7mad city) ,29.33377,47.920128,Capital,Shuwaikh Education,['https://t.co/hxuo4zYiSh'],2.0,GhIJy2Ji83FVPUARIxEawcb1R0A,"['establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
24,8.4e+17,ca,2019-09-24 13:45:00,False,2019,"I'm at Grand Avenue in Kuwait, Al ‘Āşimah ",29.303371,47.93909,Farwaniya,Al-Rai,['https://t.co/TtrUGTXvvh'],1.0,GhIJCI7LuKlNPUARFQDjGTT4R0A,"['establishment', 'point_of_interest', 'store', 'plus_code', 'street_address', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
25,8.4e+17,un,2020-10-19 00:57:00,False,2020,I'm at @ShakeShack | شيك شاك in Jabriya ,29.321613,48.016903,Hawalli,Jabriya,['https://t.co/Dm1lKstjF6'],3.0,GhIJ7PfEOlVSPUARJhqk4CkCSEA,"['establishment', 'hair_care', 'point_of_interest', 'street_address', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
26,8.4e+17,en,2019-09-26 10:42:00,False,2019,"I'm at T La Felice in Kuwait City, Al Asimah Governate ",29.340973,47.941803,Capital,Shuwaikh Industrial - 1,['https://t.co/rO7WlWd3kU'],4.0,GhIJqtGrAUpXPUARKSMuAI34R0A,"['cafe', 'establishment', 'food', 'point_of_interest', 'street_address', 'premise', 'route', 'plus_code', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
27,8.4e+17,en,2018-08-08 19:29:00,False,2018,"I'm at VOX Cinemas in Avenues Mall, Al Farwaniyah Governorate ",29.304747,47.94308,Farwaniya,Al-Rai,['https://t.co/943NCavJUy'],,,
28,8.4e+17,en,2018-05-07 16:56:00,False,2018,I'm at Kuwait City in Kuwait ,29.37808,47.97339,Capital,Qibla,['https://t.co/8vb2yMt6s7'],,,
29,8.4e+17,en,2018-02-17 18:26:00,True,2018,"I'm at Face/Off Cafe in Kuwait City, Al Kuwayt ",29.384035,47.988674,Capital,Sharq,['https://t.co/FVqzmG0uH9'],3.0,GhIJ9IQlHlBiPUAR5zOg3oz-R0A,"['establishment', 'food', 'point_of_interest', 'restaurant', 'premise', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
30,8.4e+17,et,2019-09-12 06:46:00,False,2019,I'm at Abdulla Al-Mubarak w/ @mubarak_alsaif ,29.245071,47.906624,Farwaniya,Abdullah Al-Mubarak,['https://t.co/udL8Fe43Hl'],4.0,GhIJsTIa-bw-PUARZeJWQQz0R0A,"['establishment', 'point_of_interest', 'premise', 'street_address', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
31,9.66e+17,en,2019-01-10 21:27:00,False,2019,"I'm at Almangaf Co-Op in Kuwait, Al Ahmadi Governorate ",29.104342,48.124924,Ahmadi,Mangaf,['https://t.co/AlqU9AL11L'],1.0,GhIJaJlFKLYaPUARJT53gv0PSEA,"['establishment', 'point_of_interest', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
32,9.66e+17,en,2018-06-07 22:51:00,False,2018,I'm at Salwa in Kuwait ,29.296354,48.07802,Hawalli,Salwa,['https://t.co/x4qc2y6S4R'],,,
33,9.66e+17,un,2019-07-11 03:44:00,False,2019,I'm at Oxygen Gym Messila in مبارك الكبير ,29.265585,48.082382,Mubarak Al-Kabeer,Sabah Al-Salem,['https://t.co/hM5oKsA6KD'],4.0,GhIJ407pYP1DPUARuONNfosKSEA,"['establishment', 'health', 'point_of_interest', 'store', 'premise', 'street_address', 'route', 'plus_code', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
34,1.04e+18,en,2019-04-20 09:25:00,True,2019,I'm at Jaber Al-Ahmad Central Library - Kuwait University in Kuwait w/ @sfa12x_ ,29.302935,48.086636,Hawalli,Salwa,['https://t.co/G4Bz7wxr67'],4.0,GhIJUtDtJY1NPUARAFRx4xYLSEA,"['street_address', 'cafe', 'establishment', 'food', 'point_of_interest', 'store', 'premise', 'establishment', 'point_of_interest', 'transit_station', 'plus_code', 'street_address', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
35,1.04e+18,ar,2019-09-18 09:38:00,False,2019,I'm at صباح السالم ,29.255692,48.065804,Mubarak Al-Kabeer,Sabah Al-Salem,['https://t.co/rIqIfAAJVn'],1.0,GhIJTdnpB3VBPUARFvn1Q2wISEA,"['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'store', 'plus_code', 'street_address', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
36,1.04e+18,ca,2021-05-15 05:14:00,True,2021,"🇹🇷 (@ Kuwait International Airport - @kuwaitairports in Al Farwānīyah, Al Farwaniyah) ",29.23941,47.971497,Farwaniya,Airport,['https://t.co/rXIgf8KtPQ'],1.0,GhIJ21VI-Uk9PUARwJSBA1r8R0A,"['airport', 'establishment', 'point_of_interest', 'plus_code', 'route', 'administrative_area_level_1', 'political', 'country', 'political']"
37,1.04e+18,en,2019-06-30 19:27:00,False,2019,I'm at Starbucks in Adailiya ,29.328583,47.98137,Capital,Adeilia,['https://t.co/emHMxsOFt8'],,,
38,1.04e+18,en,2019-03-22 21:01:00,True,2019,"I'm at Rawda in Ar-Rawḍah, Al Asimah ",28.894548,48.23635,Ahmadi,Shalihat,['https://t.co/R9bbu2Z1Hs'],,,
39,1.04e+18,en,2019-04-23 10:33:00,False,2019,"I'm at Pick Yo - Yarmouk in Al Kuwayt, Al Farwaniyah ",29.30405,47.941345,Farwaniya,Al-Rai,['https://t.co/4nwhR1sEaV'],1.0,GhIJS1mGONZNPUARZqAy_n34R0A,"['establishment', 'food', 'point_of_interest', 'store', 'plus_code', 'street_address', 'route', 'street_address', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
40,1.04e+18,en,2020-01-08 14:00:00,False,2020,I'm at Mughal Mahal in Hawalli Governorate ,29.335705,48.01629,Hawalli,Hawalli,['https://t.co/Dou2lNE5HO'],2.0,GhIJihpMw_BVPUARPKBsyhUCSEA,"['establishment', 'point_of_interest', 'establishment', 'point_of_interest', 'transit_station', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
41,1.04e+18,en,2019-12-31 22:01:00,False,2019,"I'm at Jlai3a in Kuwait, Al Asimah ",28.96591,48.16207,Ahmadi,Ali Subah Al-Salem,['https://t.co/KnXSK3juV3'],1.0,GhIJHeG04EX3PEAR1NSytb4USEA,"['cafe', 'establishment', 'food', 'point_of_interest', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
42,1.04e+18,tl,2020-12-29 18:09:00,False,2020,"I'm at Mubarak Al-Kabeer in Kuwait, Mubarak Al-Kabeer ",29.193174,48.08115,Mubarak Al-Kabeer,Mubarak Al-Kabeer,['https://t.co/PpfIIM0hez'],4.0,GhIJ_2_s2XMxPUARAwmKH2MKSEA,"['establishment', 'point_of_interest', 'street_address', 'route', 'street_address', 'plus_code', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
43,1.04e+18,en,2019-03-27 16:59:00,False,2019,"I'm at C+| Bootcamp in Kuwait City, Al Kuwayt ",29.164566,48.09937,Ahmadi,Egaila,['https://t.co/kfapxkxaSz'],2.0,GhIJlghU_yAqPUARDRr6J7gMSEA,"['cafe', 'establishment', 'food', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
44,1.04e+18,un,2019-09-11 23:41:00,False,2019,I'm at أبراج الكويت - @kuwaittourism in Kuwait ,29.388205,48.002766,Capital,Al Wagha Al Bahrya,['https://t.co/x0ghL31UG2'],1.0,GhIJyCQjZ2FjPUARN8XjoloASEA,"['establishment', 'food', 'point_of_interest', 'restaurant', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
45,968442500.0,pl,2020-04-05 14:25:00,False,2020,"I'm at Rawda Co-Op in Rawda, Al Asimah ",29.329105,47.99905,Capital,Rawda,['https://t.co/Y6SRxbSiVB'],2.0,GhIJOPOrOUBUPUARz4jS3uD_R0A,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
46,8.05e+17,ar,2018-02-21 00:57:00,False,2018,I'm at الظهر سيتي ,29.166666,48.06405,Ahmadi,Daher,['https://t.co/AON1kItUKV'],,,
47,8.05e+17,en,2018-03-20 23:06:00,False,2018,"I'm at Hardee's in Kuwait, Hawalli Governorate ",29.316412,48.08689,Hawalli,Rumaithiya,['https://t.co/V9U1w8iM80'],2.0,GhIJ3A94YABRPUARuiwmNh8LSEA,"['establishment', 'point_of_interest', 'transit_station', 'establishment', 'point_of_interest', 'school', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
48,8.05e+17,ar,2019-03-24 19:40:00,False,2019,❤️👷🏻‍♀️Proud of her (@ حفل التخرج السنوي الموحد لخريجي جامعة الكويت) ,29.103401,47.7624,Jahra,Kabed,['https://t.co/C8HushmUvM'],2.0,GhIJql_pfHgaPUARNjy9UpbhR0A,"['premise', 'establishment', 'lodging', 'point_of_interest', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
49,8.05e+17,cs,2018-08-12 01:44:00,False,2018,"I'm at Zahra Co-Op in Zahra, Hawalli Governorate ",29.27874,48.00332,Hawalli,Zahra,['https://t.co/LKIkKJjcir'],2.0,GhIJRxYwgVtHPUARG7YtymwASEA,"['establishment', 'point_of_interest', 'store', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
50,8.05e+17,en,2018-04-24 23:11:00,False,2018,I'm at Sabah al salem block 10 ,29.257765,48.05494,Mubarak Al-Kabeer,Sabah Al-Salem,['https://t.co/PQyBKq5dEj'],3.0,GhIJrg0V4_xBPUARAp8fRggHSEA,"['establishment', 'point_of_interest', 'premise', 'street_address', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
51,2950417400.0,ar,2019-07-01 09:23:00,False,2019,من اول الصبح شيشه 😂😍 (@ بروميناد) ,29.347546,48.01118,Capital,Qadsiya,"['https://t.co/WqsuH9IC5t', 'https://t.co/FpznXDZLVH']",1.0,GhIJCdtPxvhYPUARRC-jWG4BSEA,"['electronics_store', 'establishment', 'point_of_interest', 'store', 'plus_code', 'route', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
52,2950417400.0,ar,2019-10-24 04:27:00,False,2019,صارت (@ قهاوي الرقعي) ,29.306673,47.91784,Farwaniya,Riggae,"['https://t.co/VYvPtqUAL6', 'https://t.co/GQqFzIDn6f']",2.0,GhIJ9JApH4JOPUAR9nr3x3v1R0A,"['premise', 'establishment', 'point_of_interest', 'shopping_mall', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
53,7.96e+17,ca,2019-12-30 20:47:00,False,2019,"I'm at Grand Avenue in Kuwait, Al ‘Āşimah ",29.30341,47.93952,Farwaniya,Al-Rai,['https://t.co/3nC2Um0uQ7'],,,
54,7.96e+17,un,2018-03-01 16:50:00,False,2018,"I'm at Al-Bida'a in Albidaa البدع, Al Asimah ",29.31917,48.087914,Hawalli,Rumaithiya,['https://t.co/vVONKErpPm'],1.0,GhIJRd0HILVRPUARJm4VxEALSEA,"['establishment', 'food', 'point_of_interest', 'restaurant', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
55,7.96e+17,in,2018-04-25 15:45:00,False,2018,"I'm at Shuwaikh in Al-Asimah, Al Asimah ",29.325865,47.944183,Capital,Shuwaikh Industrial - 2,['https://t.co/vdFYuK6xHf'],1.0,GhIJOul942tTPUARNjgR_dr4R0A,"['electronics_store', 'establishment', 'point_of_interest', 'store', 'plus_code', 'route', 'street_address', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
56,7.96e+17,en,2018-07-06 17:20:00,True,2018,"I'm at 360\xb0 @Mall360 in Kuwait City, Al Asimah ",29.267712,47.99287,Hawalli,Zahra,['https://t.co/gdIC9vHrgs'],3.0,GhIJKr8MxohEPUAR-pY5XRb_R0A,"['establishment', 'food', 'point_of_interest', 'restaurant', 'street_address', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
57,9.69e+17,en,2018-10-07 07:21:00,False,2018,"I'm at Starbucks in Mishref, State of Kuwait w/ @farahh_36 @amshammari_ @ftr378x ",29.376986,47.990704,Capital,Sharq,['https://t.co/nrXHjzoul6'],3.0,GhIJxAyNJ4JgPUARGQKAY8_-R0A,"['cafe', 'establishment', 'food', 'point_of_interest', 'store', 'street_address', 'premise', 'plus_code', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
58,9.69e+17,un,2019-11-28 20:50:00,False,2019,"I'm at حديقة الشهيد - @alshaheedpark in Kuwait City, Al Kuwayt ",29.369656,47.993584,Capital,Hadeyk Al-Soor,['https://t.co/dZmZLFC0gD'],2.0,GhIJKsWOxqFePUARGOqwwi3_R0A,"['establishment', 'park', 'point_of_interest', 'tourist_attraction', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
59,9.69e+17,en,2019-08-18 21:56:00,False,2019,"I'm at @Starbucks in Kuwait City, Al Asimah w/ @w722x ",29.357145,47.99838,Capital,Mansouriya,['https://t.co/jdlFHLhrhb'],2.0,GhIJEO7O2m1bPUARgH106sr_R0A,"['establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
60,9.69e+17,en,2019-09-01 14:20:00,False,2019,I'm at Kuwait City in Kuwait ,29.37808,47.97339,Capital,Qibla,['https://t.co/5cEL025CKZ'],,,
61,7.11e+17,en,2017-12-25 07:47:00,False,2017,I'm at Shamiya ,29.349253,47.9675,Capital,Shammiya,['https://t.co/8CJ6Za7GN2'],2.0,GhIJpgcFpWhZPUARpHA9Ctf7R0A,"['establishment', 'point_of_interest', 'premise', 'plus_code', 'street_address', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
62,7.11e+17,ar,2019-06-21 22:00:00,True,2019,يمكن انا الوحيد بالكويت الس قاعد ببيتهم (@ Doha city in Doha) ,29.31604,47.818897,Capital,Doha,"['https://t.co/aRjPQec6Ji', 'https://t.co/uHtj920s0n']",2.0,GhIJUzpY_-dQPUARceXsndHoR0A,"['establishment', 'park', 'point_of_interest', 'route', 'plus_code', 'street_address', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
63,7.11e+17,en,2018-01-15 10:00:00,False,2018,"I'm at Al Seef Hospital in Salmiya, Hawalli Governorate ",29.333178,48.092308,Hawalli,Salmiya,['https://t.co/waovyEcs5A'],3.0,GhIJKL9FJ0tVPUARX5Sgv9ALSEA,"['establishment', 'health', 'physiotherapist', 'point_of_interest', 'airport', 'establishment', 'point_of_interest', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
64,7.11e+17,en,2018-05-10 20:23:00,False,2018,"I'm at Arabica % in Kuwait City, Al Asimah ",29.376982,47.990635,Capital,Sharq,['https://t.co/MkNLqowulO'],3.0,GhIJQC5x5IFgPUAR8KKvIM3-R0A,"['cafe', 'establishment', 'food', 'point_of_interest', 'store', 'street_address', 'premise', 'plus_code', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
65,7.11e+17,en,2018-02-09 23:27:00,True,2018,"I'm at Cinescape in Al Rai, Al Farwaniyah Governate w/ @dashti_md ",29.302267,47.93006,Farwaniya,Al-Rai,['https://t.co/QtXabXXsob'],2.0,GhIJ96i_XmFNPUARrKjBNAz3R0A,"['establishment', 'home_goods_store', 'point_of_interest', 'store', 'premise', 'plus_code', 'route', 'neighborhood', 'political', 'political', 'sublocality', 'sublocality_level_1', 'administrative_area_level_1', 'political', 'country', 'political']"
66,7.11e+17,en,2020-09-13 10:11:00,False,2020,"I'm at VOL.1 in Kuwait, Al Kuwayt w/ @a7mdd6_ ",29.341793,47.94266,Capital,Shuwaikh Industrial - 1,['https://t.co/8Al0DaCxL1'],2.0,GhIJcQD9vn9XPUARqZ83Fan4R0A,"['clothing_store', 'establishment', 'point_of_interest', 'store', 'premise', 'plus_code', 'route', 'political', 'sublocality', 'sublocality_level_1', 'locality', 'political', 'administrative_area_level_1', 'political', 'country', 'political']"
