,user_id,date,is_weekend,text,lat,lng,governorate,area
28,8.4e+17,2018-05-07 16:56:00,False,I'm at Kuwait City in Kuwait ,29.37808,47.97339,Capital,Qibla
29,8.4e+17,2018-02-17 18:26:00,True,"I'm at Face/Off Cafe in Kuwait City, Al Kuwayt ",29.384035,47.988674,Capital,Sharq
30,8.4e+17,2019-09-12 06:46:00,False,I'm at Abdulla Al-Mubarak w/ @mubarak_alsaif ,29.245071,47.906624,Farwaniya,Abdullah Al-Mubarak
31,9.66e+17,2019-01-10 21:27:00,False,"I'm at Almangaf Co-Op in Kuwait, Al Ahmadi Governorate ",29.104342,48.124924,Ahmadi,Mangaf
32,9.66e+17,2018-06-07 22:51:00,False,I'm at Salwa in Kuwait ,29.296354,48.07802,Hawalli,Salwa
33,9.66e+17,2019-07-11 03:44:00,False,I'm at Oxygen Gym Messila in مبارك الكبير ,29.265585,48.082382,Mubarak Al-Kabeer,Sabah Al-Salem
34,1.04e+18,2019-04-20 09:25:00,True,I'm at Jaber Al-Ahmad Central Library - Kuwait University in Kuwait w/ @sfa12x_ ,29.302935,48.086636,Hawalli,Salwa
35,1.04e+18,2019-09-18 09:38:00,False,I'm at صباح السالم ,29.255692,48.065804,Mubarak Al-Kabeer,Sabah Al-Salem
36,1.04e+18,2021-05-15 05:14:00,True,"🇹🇷 (@ Kuwait International Airport - @kuwaitairports in Al Farwānīyah, Al Farwaniyah) ",29.23941,47.971497,Farwaniya,Airport
37,1.04e+18,2019-06-30 19:27:00,False,I'm at Starbucks in Adailiya ,29.328583,47.98137,Capital,Adeilia
38,1.04e+18,2019-03-22 21:01:00,True,"I'm at Rawda in Ar-Rawḍah, Al Asimah ",28.894548,48.23635,Ahmadi,Shalihat
39,1.04e+18,2019-04-23 10:33:00,False,"I'm at Pick Yo - Yarmouk in Al Kuwayt, Al Farwaniyah ",29.30405,47.941345,Farwaniya,Al-Rai
40,1.04e+18,2020-01-08 14:00:00,False,I'm at Mughal Mahal in Hawalli Governorate ,29.335705,48.01629,Hawalli,Hawalli
41,1.04e+18,2019-12-31 22:01:00,False,"I'm at Jlai3a in Kuwait, Al Asimah ",28.96591,48.16207,Ahmadi,Ali Subah Al-Salem
42,1.04e+18,2020-12-29 18:09:00,False,"I'm at Mubarak Al-Kabeer in Kuwait, Mubarak Al-Kabeer ",29.193174,48.08115,Mubarak Al-Kabeer,Mubarak Al-Kabeer
43,1.04e+18,2019-03-27 16:59:00,False,"I'm at C+| Bootcamp in Kuwait City, Al Kuwayt ",29.164566,48.09937,Ahmadi,Egaila
44,1.04e+18,2019-09-11 23:41:00,False,I'm at أبراج الكويت - @kuwaittourism in Kuwait ,29.388205,48.002766,Capital,Al Wagha Al Bahrya
45,968442500.0,2020-04-05 14:25:00,False,"I'm at Rawda Co-Op in Rawda, Al Asimah ",29.329105,47.99905,Capital,Rawda
46,8.05e+17,2018-02-21 00:57:00,False,I'm at الظهر سيتي ,29.166666,48.06405,Ahmadi,Daher
47,8.05e+17,2018-03-20 23:06:00,False,"I'm at Hardee's in Kuwait, Hawalli Governorate ",29.316412,48.08689,Hawalli,Rumaithiya
48,8.05e+17,2019-03-24 19:40:00,False,❤️👷🏻‍♀️Proud of her (@ حفل التخرج السنوي الموحد لخريجي جامعة الكويت) ,29.103401,47.7624,Jahra,Kabed
49,8.05e+17,2018-08-12 01:44:00,False,"I'm at Zahra Co-Op in Zahra, Hawalli Governorate ",29.27874,48.00332,Hawalli,Zahra
50,8.05e+17,2018-04-24 23:11:00,False,I'm at Sabah al salem block 10 ,29.257765,48.05494,Mubarak Al-Kabeer,Sabah Al-Salem
51,2950417400.0,2019-07-01 09:23:00,False,من اول الصبح شيشه 😂😍 (@ بروميناد) ,29.347546,48.01118,Capital,Qadsiya
52,2950417400.0,2019-10-24 04:27:00,False,صارت (@ قهاوي الرقعي) ,29.306673,47.91784,Farwaniya,Riggae
53,7.96e+17,2019-12-30 20:47:00,False,"I'm at Grand Avenue in Kuwait, Al ‘Āşimah ",29.30341,47.93952,Farwaniya,Al-Rai
54,7.96e+17,2018-03-01 16:50:00,False,"I'm at Al-Bida'a in Albidaa البدع, Al Asimah ",29.31917,48.087914,Hawalli,Rumaithiya
55,7.96e+17,2018-04-25 15:45:00,False,"I'm at Shuwaikh in Al-Asimah, Al Asimah ",29.325865,47.944183,Capital,Shuwaikh Industrial - 2
56,7.96e+17,2018-07-06 17:20:00,True,"I'm at 360\xb0 @Mall360 in Kuwait City, Al Asimah ",29.267712,47.99287,Hawalli,Zahra
57,9.69e+17,2018-10-07 07:21:00,False,"I'm at Starbucks in Mishref, State of Kuwait w/ @farahh_36 @amshammari_ @ftr378x ",29.376986,47.990704,Capital,Sharq
58,9.69e+17,2019-11-28 20:50:00,False,"I'm at حديقة الشهيد - @alshaheedpark in Kuwait City, Al Kuwayt ",29.369656,47.993584,Capital,Hadeyk Al-Soor
59,9.69e+17,2019-08-18 21:56:00,False,"I'm at @Starbucks in Kuwait City, Al Asimah w/ @w722x ",29.357145,47.99838,Capital,Mansouriya
60,9.69e+17,2019-09-01 14:20:00,False,I'm at Kuwait City in Kuwait ,29.37808,47.97339,Capital,Qibla
61,7.11e+17,2017-12-25 07:47:00,False,I'm at Shamiya ,29.349253,47.9675,Capital,Shammiya
62,7.11e+17,2019-06-21 22:00:00,True,يمكن انا الوحيد بالكويت الس قاعد ببيتهم (@ Doha city in Doha) ,29.31604,47.818897,Capital,Doha
63,7.11e+17,2018-01-15 10:00:00,False,"I'm at Al Seef Hospital in Salmiya, Hawalli Governorate ",29.333178,48.092308,Hawalli,Salmiya
64,7.11e+17,2018-05-10 20:23:00,False,"I'm at Arabica % in Kuwait City, Al Asimah ",29.376982,47.990635,Capital,Sharq
65,7.11e+17,2018-02-09 23:27:00,True,"I'm at Cinescape in Al Rai, Al Farwaniyah Governate w/ @dashti_md ",29.302267,47.93006,Farwaniya,Al-Rai
66,7.11e+17,2020-09-13 10:11:00,False,"I'm at VOL.1 in Kuwait, Al Kuwayt w/ @a7mdd6_ ",29.341793,47.94266,Capital,Shuwaikh Industrial - 1
67,7.11e+17,2018-01-01 16:20:00,False,"I'm at Jabriya in Al-Jābiriyah, Al Asimah ",29.322144,48.02652,Hawalli,Jabriya
68,3890699300.0,2018-06-19 08:52:00,False,I'm at I'm at Starbucks in Adailiya ,29.328522,47.981308,Capital,Adeilia
69,3890699300.0,2019-09-08 10:50:00,False,.. (@ New Ahmadi Hsptl- Emergency in Al Ahmadi) ,29.098684,48.078297,Ahmadi,North Ahmadi
70,2655392500.0,2017-12-26 07:09:00,False,I'm at American University of the Middle East in Kuwait ,29.163862,48.099625,Ahmadi,Egaila
71,2655392500.0,2018-04-04 16:18:00,False,I'm at American University of the Middle East in Kuwait w/ @mma6x_ ,29.163754,48.099285,Ahmadi,Egaila
72,2655392500.0,2018-01-24 19:31:00,False,"I'm at LittlePurpleDoor in Kuwait City, Al Kuwayt ",29.373384,47.980698,Capital,Qibla
73,1031028160.0,2020-01-16 21:19:00,False,الوعد باجر ان شاء الله #مدينة_الكويت_لرياضة_المحركات #حلبة_الدراغ_ريس @ Kuwait City ,29.3697,47.9783,Capital,Qibla
74,1031028160.0,2018-04-20 15:48:00,True,بعد نجاح اغنية#ديفونا في سنة 2011 ... ترقبوا الهبه الجديدة 2018 \U0001f61d\U0001f61c☝\U0001f3fc… ,29.166668,47.6,Jahra,Kabed
75,391814200.0,2018-11-24 21:03:00,True,I'm at TRAPANI in Al Farwaniyah Governorate ,29.304482,47.941376,Farwaniya,Al-Rai
76,8.28e+17,2019-04-19 22:14:00,True,"I'm at Al-@AmiriHospital in Kuwait City, Al Asimah w/ @hr7lx ",29.302828,47.9329,Farwaniya,Al-Rai
77,8.28e+17,2018-12-21 20:39:00,True,I'm at Dose caf\xe9 ,29.215492,48.10341,Mubarak Al-Kabeer,Fineitees
78,8.28e+17,2018-01-13 12:33:00,True,"I'm at مبنى (9) in Kuwait, Al Asimah ",29.341875,47.91391,Capital,Shuwaikh Education
79,8.28e+17,2018-02-09 16:58:00,True,I'm at Kuwait City in Kuwait ,29.37808,47.97339,Capital,Qibla
80,8.28e+17,2018-12-09 09:28:00,False,I'm at Adan Hospital ,29.135939,48.096687,Ahmadi,Hadiya
81,8.28e+17,2018-11-22 14:23:00,False,I'm at ALMounayea \U0001f44b\U0001f3fd RECIDENCE\U0001f3e1 ,29.314249,48.015892,Capital,Surra
82,8.28e+17,2018-08-24 18:56:00,True,"I'm at سوق شرق in Kuwait City, Al Asimah ",29.38956,47.981396,Capital,Al Wagha Al Bahrya
83,8.28e+17,2019-04-09 17:06:00,False,"I'm at Al-Khaldiyah in Al-Khāldiyah, Al Kuwayt ",29.270794,48.045364,Hawalli,Mubarak Al-Abdullah Al-Gaber
84,1311900900.0,2018-09-28 17:32:00,True,"I'm at الروضة in Ar-Rawḍah, Al Asimah ",29.329239,47.99927,Capital,Rawda
85,1311900900.0,2018-05-02 09:03:00,False,I'm at صبحان ,29.201479,48.050514,Mubarak Al-Kabeer,South Wosta
86,7.88e+17,2019-07-05 22:13:00,True,"I'm at DOH! in Kuwait City, Al Kuwayt ",29.373695,47.970047,Capital,Qibla
87,7.88e+17,2020-02-15 11:12:00,True,I'm at جامعة الكويت ( كلية العلوم ) in Kuwait ,29.321718,47.971912,Capital,Khalidiya
88,7.88e+17,2018-02-07 21:01:00,False,"I'm at Shuwaikh in Al-Asimah, Al Asimah w/ @sm_762 ",29.324749,47.943176,Capital,Shuwaikh Industrial - 2
89,7.88e+17,2019-03-30 22:18:00,True,🌊♥️ (@ Khairan 278 | الخيـرآن) ,29.197897,48.098866,Mubarak Al-Kabeer,Abu Ftaira
90,7.88e+17,2019-09-18 19:42:00,False,".@danaalmk (@ Pick Yo in Al Kuwayt, Al Farwaniyah) ",29.273275,47.93652,Farwaniya,Ishbeelia
91,7.88e+17,2019-08-11 09:02:00,False,"خشوا عيالكم ، انا جييت 😂👋🏻 (@ Kuwait International Airport in Al Farwānīyah, Al Farwaniyah) ",29.240557,47.97108,Farwaniya,Airport
92,7.88e+17,2018-02-17 13:06:00,True,"\U0001f31a . (@ الأڤنيوز in Kuwait City, Al Farwaniyah Governorate) ",29.302359,47.932217,Farwaniya,Al-Rai
93,7.88e+17,2018-10-06 00:15:00,True,I'm at Salwa in Kuwait w/ @aishallsubaie ,29.376583,47.96922,Capital,Qibla
94,7.53e+17,2018-08-31 19:14:00,True,"I'm at Grand Avenue Phase 4 in Al Kuwayt, Al Farwaniyah Governorate ",29.30332,47.941692,Farwaniya,Al-Rai
95,7.53e+17,2019-03-24 15:08:00,False,I'm at Kuwait City in Kuwait ,29.098104,48.07924,Ahmadi,North Ahmadi
96,7.53e+17,2018-04-23 14:06:00,False,I'm at Swing coffee house ,29.138048,48.125595,Ahmadi,Mahboula
97,7.53e+17,2018-12-01 00:44:00,True,I'm at Jaber Alahmad City in Kuwait City ,29.33486,47.771427,Capital,Jaber Al-Ahmad
98,7.53e+17,2018-05-23 02:06:00,False,العودة مرة اخرى \U0001f61e\U0001f494 (@ Al Rashid Hospital in Kuwait) ,29.328415,48.0557,Hawalli,Salmiya
99,7.53e+17,2018-08-11 12:10:00,True,I'm at Jalboot Village in Al Ahmadi ,28.680159,48.37184,Ahmadi,Sabah Al-Ahmad Al-Bahrya
100,7.53e+17,2018-03-29 21:38:00,False,"I'm at مروج in Sabhan, Kuwait City, Mubarak Al-kabeer ",29.261354,48.02192,Mubarak Al-Kabeer,Wosta
101,7.53e+17,2019-05-06 04:58:00,False,اللهم اجعلنا ممن يصومه و يقومه إيماناً و إحتسابا ...اللهم سلمنا لرمضان وسلمه لنا وتسلمه منا متقبلا ...كل سنه وانت… ,29.338966,48.068287,Hawalli,Salmiya
102,7.53e+17,2018-01-09 19:59:00,False,I'm at اشارة الضاحيه و الديره in Al Asimah ,29.357946,47.974667,Capital,Abdullah Al-Salem
103,2900379100.0,2018-08-10 01:10:00,True,I'm at دوانية السويدي ,29.11141,48.129868,Ahmadi,Mangaf
104,8.27e+17,2020-02-06 13:10:00,False,I'm at ولكمم مليينااا ,29.276716,47.920303,Farwaniya,Ardhiya - 6
105,8.27e+17,2018-05-18 22:11:00,True,"I'm at Flora Glam in Jabriya, Hawalli ",29.327583,48.025806,Hawalli,Hawalli
106,8.27e+17,2018-02-14 18:56:00,False,I'm at VOL.1 in Kuwait City ,29.374065,47.97961,Capital,Qibla
107,2990097700.0,2018-02-14 22:29:00,False,I'm at Kuwait City in Kuwait ,29.37808,47.97339,Capital,Qibla
108,7.35e+17,2018-09-22 02:19:00,True,"I'm at Sabah Al-Salem Area in Sabah Al-Salem, Al Asimah ",29.256926,48.06062,Mubarak Al-Kabeer,Sabah Al-Salem
109,7.35e+17,2018-05-14 12:00:00,False,I'm at Abu AlHassaniyah Seas in Kuwait w/ @895x__ ,29.192106,48.115192,Mubarak Al-Kabeer,Abu Ftaira
110,7.35e+17,2018-04-03 09:46:00,False,"I'm at كلية الآداب - @k_university in Kaifan, Al Asimah ",29.340122,47.951168,Capital,Keefan
111,7.35e+17,2018-02-10 18:53:00,True,"I'm at @AlShaheedPark in Kuwait City, Al Kuwayt ",29.369656,47.993584,Capital,Hadeyk Al-Soor
112,7.35e+17,2020-02-17 16:06:00,False,"I'm at College of Technological Studies in Kuwait city, Al Asimah ",29.334824,47.921654,Capital,Shuwaikh Education
113,7.98e+17,2018-08-21 17:23:00,False,\U0001f44b\U0001f3fb✈️,29.241335,47.97082,Farwaniya,Airport
114,7.98e+17,2018-11-16 19:53:00,True,I'm at Cozmo Jalboot Village in Al Ahmadi ,28.680155,48.37184,Ahmadi,Sabah Al-Ahmad Al-Bahrya
115,7.98e+17,2020-01-26 11:32:00,False,"I'm at جامعة الكويت كلية الحقوق in Kuwait City, Al Asimah ",29.342577,47.915447,Capital,Shuwaikh Education
116,7.98e+17,2019-06-15 18:29:00,True,"I'm at ⭐️ ديـوان بو مهـنا ⭐️ in الكويت, مبارك الكبير ",29.352139,47.956333,Capital,Shuwaikh
117,7.98e+17,2019-12-21 00:30:00,True,"I'm at Jabriya in Al-Jābiriyah, Al Asimah ",29.319809,48.032536,Hawalli,Jabriya
118,7.98e+17,2019-12-05 21:01:00,False,"I'm at Murouj in Sabhan, Kuwait City, Mubarak Al-kabeer w/ @zaidsta ",29.260881,48.0221,Mubarak Al-Kabeer,Wosta
119,2997448000.0,2018-07-03 12:07:00,False,I'm at The Grove Restaurant &amp; Caf\xe9 in Kuwait City w/ @albahar82 @hebakhaledi45 @sixttysix_ ,29.377283,47.975586,Capital,Qibla
120,2997448000.0,2019-11-18 20:48:00,False,"I'm at Zahra in Al-Zahrā', Al Asimah ",29.275917,48.001328,Hawalli,Zahra
121,2997448000.0,2018-08-15 17:22:00,False,"I'm at cafe bazza in Mishref, Kuwait ",29.27343,48.044884,Hawalli,Mubarak Al-Abdullah Al-Gaber
122,2997448000.0,2019-07-22 14:45:00,False,"I'm at Starbucks Trolley in Kuwait, Al JAHRAA ROAD ( AL-DOHA) ",29.312023,47.811462,Capital,Doha
123,2997448000.0,2019-12-21 16:07:00,True,I'm at Abu Al-Hasaniya ,29.212156,48.103645,Mubarak Al-Kabeer,Abu Ftaira
124,213069010.0,2018-05-09 15:33:00,False,I'm at ام شريف in Hawalli ,29.303003,48.086246,Hawalli,Salwa
125,8.88e+17,2018-01-13 18:22:00,True,"I'm at مسرح دعيج الخليفة الصباح in Kuwait City, Al Kuwayt ",29.381596,47.99547,Capital,Sharq
126,8.88e+17,2019-12-20 20:55:00,True,"I'm at الأڤنيوز in Kuwait City, Al Farwaniyah Governorate w/ @asmodq ",29.30324,47.936882,Farwaniya,Al-Rai
127,8.88e+17,2019-04-09 15:52:00,False,I'm at جابر العلي in الأحمدي ,29.270533,47.968216,Farwaniya,Farwaniya
128,8.88e+17,2018-02-06 21:29:00,False,I'm at Starbucks - @rramhkwt w/ @alialbraichy ,29.169058,48.09927,Ahmadi,Egaila
129,8.88e+17,2018-10-28 13:52:00,False,"I'm at غراند أڤنيو in Kuwait, Al ‘Āşimah ",29.303076,47.937317,Farwaniya,Al-Rai
130,8.88e+17,2019-09-30 14:17:00,False,"I'm at Sabah Al-Salem University City, Kuwait University- COAE Project ",29.25885,47.897827,Farwaniya,Farwania Region
131,8.88e+17,2018-12-12 18:41:00,False,اسفط واربح\U0001f602 (@ ALKOUT Mall in Al Ahmadi) ,29.078838,48.138863,Ahmadi,Fahaheel
132,1568916400.0,2020-02-24 02:28:00,False,"I'm at Kuwait International Airport - @kuwaitairports in Al Farwānīyah, Al Farwaniyah w/ @k567x ",29.23941,47.971497,Farwaniya,Airport
133,1568916400.0,2019-04-25 22:14:00,False,"I'm at Solo Pizza Napulitana in Kuwait City, Al Asimah ",29.313166,48.040348,Hawalli,Jabriya
134,1564323500.0,2018-08-29 20:45:00,False,"I'm at بيك يو - @pick_kuwait in Kuwait, Al Asimah ",29.339088,47.96242,Capital,Keefan
135,1564323500.0,2019-06-21 16:57:00,True,"I'm at شاليهات ٢٧٨ in Al Khiran, Al Asimah ",28.664389,48.367195,Ahmadi,Sabah Al-Ahmad Al-Bahrya
136,9.82e+17,2020-04-21 17:42:00,False,I'm at جمعية الجهراء التعاونيه ,29.348627,47.671024,Jahra,Jahra
137,9.82e+17,2020-07-14 01:46:00,False,I'm at مستشفى الرازي ,29.324303,47.914864,Capital,Shuwaikh Education
138,9.82e+17,2019-04-05 19:22:00,True,"I'm at اتحاد الرماية الكويتي in Mubarak Al-Kabeer, Kuwait ",29.261524,47.969624,Farwaniya,Dajeej
139,9.82e+17,2018-12-27 10:42:00,False,"I'm at Starbucks in Al-Andalus, Al Asimah ",29.301483,47.901333,Farwaniya,Andalous
140,9.82e+17,2020-07-03 17:53:00,True,I'm at His Majesty The Coffee in Kuwait City ,29.381495,47.993027,Capital,Sharq
141,9.82e+17,2018-09-16 19:48:00,False,"I'm at غراند أڤنيو in Kuwait, Al ‘Āşimah ",29.303621,47.93992,Farwaniya,Al-Rai
142,9.82e+17,2018-08-23 00:02:00,False,I'm at Cozmo Jalboot Village in Al Ahmadi ,28.680155,48.37184,Ahmadi,Sabah Al-Ahmad Al-Bahrya
143,8.14e+17,2020-02-02 19:24:00,False,"I'm at Bartone in Kuwait City, Al Kuwayt w/ @osf404_ ",29.38452,47.991467,Capital,Sharq
144,8.14e+17,2019-10-14 11:37:00,False,I'm at كلية العلوم الاجتماعية w/ @mashari53 ,29.341934,47.9163,Capital,Shuwaikh Education
145,8.14e+17,2019-11-26 14:10:00,False,I'm at American University of the Middle East - @official_aum in Kuwait ,29.164566,48.09937,Ahmadi,Egaila
146,8.14e+17,2018-06-17 23:23:00,False,I'm at Jalboot Village in Al Ahmadi ,28.680136,48.371826,Ahmadi,Sabah Al-Ahmad Al-Bahrya
147,8.14e+17,2018-03-17 15:16:00,True,I'm at Jaber Alahmad City in Kuwait City ,29.33486,47.771427,Capital,Jaber Al-Ahmad
148,8.14e+17,2018-01-25 22:06:00,False,"I'm at Triple A in The Lake - Abu AlHassani, Mubarak Al-Kabeer Governorate ",29.215319,48.103504,Mubarak Al-Kabeer,Fineitees
149,8.14e+17,2018-11-30 21:04:00,True,"I'm at @MustachKw in Kuwait City, Al Kuwayt w/ @sharyan__ @k566_x ",29.37385,47.984303,Capital,Sharq
150,8.14e+17,2018-01-22 23:55:00,False,I'm at Egaila ,29.171923,48.101723,Ahmadi,Egaila
151,7.06e+17,2018-01-02 19:59:00,False,I'm at ديوان الكصيمي ,29.111868,48.134956,Ahmadi,Mangaf
152,7.06e+17,2018-11-22 14:16:00,False,"I'm at CAF Cafe in Kuwait City, Al Kuwayt ",29.331924,47.947052,Capital,Shuwaikh Industrial - 1
153,7.06e+17,2018-09-02 11:18:00,False,I'm at صالة القبول والتسجيل جامعة الكويت ,29.338274,47.91322,Capital,Shuwaikh Education
154,7.06e+17,2019-09-13 22:12:00,True,I'm at The Yellow House in Granada ,29.308477,47.87732,Farwaniya,Andalous
155,7.06e+17,2018-03-25 07:33:00,False,I'm at ثانوية المعرفه للبنين | MMS school ,29.10013,48.12258,Ahmadi,Mangaf
156,7.06e+17,2020-01-15 20:13:00,False,"I'm at Backburner in Kuwait City, Al Kuwayt w/ @falsaeedii3_ ",29.375587,47.99342,Capital,Sharq
157,7.06e+17,2018-07-07 08:44:00,True,I'm at مورانوMorano. ,29.297798,47.91224,Farwaniya,Ardhiya - 6
158,7.06e+17,2018-03-06 16:15:00,False,"I'm at Jabriya in Al-Jābiriyah, Al Asimah ",29.3214,48.02739,Hawalli,Jabriya
159,7.06e+17,2019-12-18 12:40:00,False,I'm at كلية العلوم الصحية ,29.331955,47.912476,Capital,Shuwaikh Education
160,4879132000.0,2019-08-12 16:11:00,False,"I'm at Lobster Lake - The Lake in Kuwait, Mubarak Al-kabeer ",29.215378,48.103237,Mubarak Al-Kabeer,Fineitees
161,1536670000.0,2019-06-25 14:46:00,False,"I'm at غراند أڤنيو in Kuwait, Al ‘Āşimah ",29.302994,47.9392,Farwaniya,Al-Rai
162,1536670000.0,2018-09-11 01:40:00,False,I'm at السالمي كيلو 28 ,29.2192,47.35759,Jahra,Al-Na'yem
163,1.01e+18,2019-11-03 14:26:00,False,"I'm at Al-Khaldiyah in Al-Khāldiyah, Al Kuwayt ",29.325943,47.965313,Capital,Khalidiya
164,1.01e+18,2019-11-22 17:03:00,True,I'm at سي ڤيو in Kuwait الكويت ,29.136454,48.13168,Ahmadi,Mahboula
165,1.01e+18,2019-03-28 08:43:00,False,I'm at Qibla in Kuwait City ,29.166668,47.6,Jahra,Kabed
166,1.01e+18,2019-06-16 10:39:00,False,I'm at بإتجاه الشاليهات ,29.357145,47.99838,Capital,Mansouriya
167,1.01e+18,2020-09-07 11:04:00,False,"I'm at College of Law in Kuwait City, Al Asimah ",29.342577,47.915447,Capital,Shuwaikh Education
168,1.01e+18,2019-04-27 17:04:00,True,,29.31956,47.932945,Capital,Shuwaikh Industrial - 3
169,1.01e+18,2018-10-01 09:06:00,False,"I'm at College of Technological Studies in Kuwait city, Al Asimah ",29.335226,47.920044,Capital,Shuwaikh Education
170,1.01e+18,2019-05-01 12:07:00,False,"&lt; BBMA &gt;Is there an EXO song which you think you already got used to it so it was already out of your playlist, b… ",29.32808,47.984196,Capital,Adeilia
171,1.01e+18,2019-08-14 23:55:00,False,Home😴 (@ Yarmouk - Block 4. in Yarmouk) ,29.315535,47.96792,Capital,Yarmouk
172,1.01e+18,2018-11-04 00:51:00,False,شدد البرد (@ طعوس السالمي) ,29.309875,47.499718,Jahra,Rexah
173,1.01e+18,2019-04-12 15:57:00,True,"I'm at Bayan in Bayān, Hawally Governorate ",29.278063,47.996075,Hawalli,Zahra
174,1.01e+18,2019-04-05 02:17:00,True,I'm at مركز العدان الصحي التخصصي ,29.260279,48.022297,Mubarak Al-Kabeer,Wosta
175,1.01e+18,2019-04-28 20:03:00,False,"I'm at Starbucks Al Khiran in Khiran, Al Ahmadi ",29.3222,48.0236,Hawalli,Jabriya
